D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_21_802.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_21_802.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_21_802.jpg, 0, 1, 0, 7.65617
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_21_903.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_21_903.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_21_903.jpg, 0, 1, 0, 8.786448
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_22_006.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_22_006.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_22_006.jpg, -0.2174373, 1, 0, 9.893201
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_22_108.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_22_108.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_22_108.jpg, -0.4179681, 1, 0, 10.93822
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_22_210.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_22_210.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_22_210.jpg, -0.114178, 1, 0, 12.15241
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_22_310.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_22_310.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_22_310.jpg, 0, 1, 0, 12.96307
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_22_410.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_22_410.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_22_410.jpg, 0, 1, 0, 14.18004
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_22_511.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_22_511.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_22_511.jpg, -0.087966, 1, 0, 15.18589
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_22_613.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_22_613.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_22_613.jpg, -0.3947133, 1, 0, 16.26332
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_22_714.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_22_714.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_22_714.jpg, -0.6181607, 1, 0, 17.12402
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_22_816.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_22_816.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_22_816.jpg, -0.2606436, 1, 0, 18.38026
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_22_919.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_22_919.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_22_919.jpg, 0, 1, 0, 19.36478
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_23_022.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_23_022.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_23_022.jpg, 0, 1, 0, 20.40718
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_23_123.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_23_123.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_23_123.jpg, -0.0554349, 1, 0, 21.38098
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_23_226.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_23_226.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_23_226.jpg, -0.3621683, 1, 0, 22.33303
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_23_330.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_23_330.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_23_330.jpg, -0.5159059, 1, 0, 23.12973
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_23_430.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_23_430.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_23_430.jpg, -0.2206144, 1, 0, 24.10574
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_23_534.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_23_534.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_23_534.jpg, 0, 1, 0, 25.05635
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_23_635.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_23_635.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_23_635.jpg, 0, 1, 0, 26.19533
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_23_738.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_23_738.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_23_738.jpg, 0, 1, 0, 27.13979
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_23_840.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_23_840.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_23_840.jpg, -0.2629677, 1, 0, 28.04486
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_23_941.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_23_941.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_23_941.jpg, -0.09282748, 1, 0, 28.93223
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_24_041.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_24_041.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_24_041.jpg, 0, 1, 0, 29.8453
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_24_140.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_24_140.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_24_140.jpg, 0, 1, 0, 30.19046
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_24_244.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_24_244.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_24_244.jpg, -0.1593981, 1, 0, 30.18441
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_24_344.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_24_344.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_24_344.jpg, -0.439487, 1, 0, 30.15159
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_24_446.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_24_446.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_24_446.jpg, -0.1462512, 1, 0, 30.19228
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_24_548.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_24_548.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_24_548.jpg, 0, 1, 0, 30.18887
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_24_648.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_24_648.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_24_648.jpg, 0, 1, 0, 30.19018
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_24_749.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_24_749.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_24_749.jpg, 0, 1, 0, 30.19026
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_24_852.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_24_852.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_24_852.jpg, 0, 1, 0, 30.19035
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_24_953.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_24_953.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_24_953.jpg, -0.0617529, 1, 0, 30.18938
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_25_055.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_25_055.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_25_055.jpg, -0.3619869, 1, 0, 30.16194
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_25_155.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_25_155.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_25_155.jpg, -0.06099131, 1, 0, 30.19089
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_25_257.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_25_257.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_25_257.jpg, 0, 1, 0, 30.18974
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_25_359.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_25_359.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_25_359.jpg, 0, 1, 0, 30.19022
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_25_462.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_25_462.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_25_462.jpg, 0, 1, 0, 30.19024
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_25_566.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_25_566.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_25_566.jpg, 0, 1, 0, 30.1905
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_25_665.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_25_665.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_25_665.jpg, 0, 1, 0, 30.19032
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_25_768.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_25_768.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_25_768.jpg, -0.1900797, 1, 0, 30.18027
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_25_868.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_25_868.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_25_868.jpg, -0.1594332, 1, 0, 30.1888
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_25_971.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_25_971.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_25_971.jpg, 0, 1, 0, 30.18957
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_26_074.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_26_074.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_26_074.jpg, 0, 1, 0, 30.19021
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_26_176.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_26_176.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_26_176.jpg, 0, 1, 0, 30.1903
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_26_278.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_26_278.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_26_278.jpg, 0, 1, 0, 30.19031
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_26_379.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_26_379.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_26_379.jpg, -0.2962002, 1, 0, 30.16889
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_26_482.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_26_482.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_26_482.jpg, -0.02125559, 1, 0, 30.19002
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_26_585.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_26_585.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_26_585.jpg, 0, 1, 0, 30.18992
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_26_688.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_26_688.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_26_688.jpg, 0, 1, 0, 30.19026
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_26_790.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_26_790.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_26_790.jpg, 0, 1, 0, 30.1903
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_26_892.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_26_892.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_26_892.jpg, -0.1829367, 1, 0, 30.1816
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_26_992.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_26_992.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_26_992.jpg, -0.4754871, 1, 0, 30.14534
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_27_096.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_27_096.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_27_096.jpg, -0.1968402, 1, 0, 30.19291
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_27_198.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_27_198.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_27_198.jpg, 0, 1, 0, 30.18789
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_27_302.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_27_302.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_27_302.jpg, 0, 1, 0, 30.19004
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_27_405.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_27_405.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_27_405.jpg, 0, 1, 0, 30.19029
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_27_507.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_27_507.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_27_507.jpg, 0, 1, 0, 30.19032
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_27_609.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_27_609.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_27_609.jpg, -0.1684116, 1, 0, 30.18294
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_27_710.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_27_710.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_27_710.jpg, 0, 1, 0, 30.18996
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_27_810.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_27_810.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_27_810.jpg, 0, 1, 0, 30.19028
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_27_911.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_27_911.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_27_911.jpg, 0, 1, 0, 30.19029
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_28_011.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_28_011.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_28_011.jpg, 0, 1, 0, 30.19029
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_28_117.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_28_117.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_28_117.jpg, -0.1845843, 0.8837983, 0, 30.16171
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_28_217.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_28_217.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_28_217.jpg, -0.4853575, 1, 0, 30.14389
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_28_321.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_28_321.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_28_321.jpg, -0.7844158, 0.9302598, 0, 30.10337
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_28_423.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_28_423.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_28_423.jpg, -0.4923097, 0.983252, 0, 30.17105
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_28_527.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_28_527.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_28_527.jpg, -0.1797504, 1, 0, 30.19643
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_28_630.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_28_630.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_28_630.jpg, 0.0152919, 1, 0, 30.18604
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_28_734.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_28_734.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_28_734.jpg, 0.3673806, 1, 0, 30.14911
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_28_837.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_28_837.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_28_837.jpg, 0.6741474, 1, 0, 30.11548
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_28_938.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_28_938.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_28_938.jpg, 0.8646483, 1, 0, 30.09919
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_29_039.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_29_039.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_29_039.jpg, 0.5752483, 1, 0, 30.18642
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_29_140.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_29_140.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_29_140.jpg, 0.2722045, 1, 0, 30.19939
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_29_244.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_29_244.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_29_244.jpg, -0.1414266, 1, 0, 30.159
D:\Self-Driving-Sim\Training Data\IMG\center_2019_10_18_10_32_29_347.jpg, D:\Self-Driving-Sim\Training Data\IMG\left_2019_10_18_10_32_29_347.jpg, D:\Self-Driving-Sim\Training Data\IMG\right_2019_10_18_10_32_29_347.jpg, -0.449088, 1, 0, 30.13128
